subject-session,accMDM,accENLR
subject_02_session_01,0.83568,0.70894
subject_04_session_01,0.838,0.792
subject_05_session_01,0.67803,0.6809
subject_06_session_01,0.68933,0.59933
subject_07_session_01,0.77133,0.732
subject_08_session_01,0.79267,0.77267
subject_09_session_01,0.79533,0.76133
subject_10_session_01,0.82067,0.76467
